,Suburb,Address,Type,Price,Method,Date,Distance,Postcode,Landsize,Lattitude,Longtitude,Regionname,Propertycount
190,Yallambie,11 Tarcoola Dr,House,700000.0,Property sold,2016-03-09,15.0,3085,530.0,-37.7251,145.1053,Northern Metropolitan,1369
191,St Kilda,31/12 Clyde St,Unit,380000.0,Property passed in,2016-03-09,6.1,3182,0.0,-37.8656,144.9782,Southern Metropolitan,13240
192,Yarraville,6 Sanderson St,House,890000.0,Property sold prior,2016-03-09,7.0,3013,471.0,-37.8149,144.8707,Western Metropolitan,6543
193,Altona,158 Queen St,House,520000.0,Vendor Bid,2016-03-09,13.8,3018,352.0,-37.87,144.825,Western Metropolitan,5301
194,Sunshine West,73 Talintyre Rd,House,496000.0,Property sold,2016-03-09,13.5,3020,780.0,-37.8004,144.8105,Western Metropolitan,6763
195,Templestowe Lower,25 Clauscen St,House,1150000.0,Property sold,2016-03-09,13.8,3107,649.0,-37.7642,145.1157,Eastern Metropolitan,5420
196,Strathmore,78 Hillsyde Pde,House,905000.0,Property sold,2016-03-09,9.7,3041,662.0,-37.7356,144.9242,Western Metropolitan,3284
197,Viewbank,4 The Glade,House,960000.0,Property sold,2016-03-09,13.8,3084,656.0,-37.7322,145.0995,Eastern Metropolitan,2698
198,Windsor,207/152 Peel St,Unit,580000.0,Vendor Bid,2016-03-09,5.1,3181,0.0,-37.8558,144.9903,Southern Metropolitan,4380
199,Williamstown North,4/4 Florence St,Townhouse,500000.0,Vendor Bid,2016-03-09,8.9,3016,53.0,-37.8563,144.8782,Western Metropolitan,802
200,Surrey Hills,36 Banool Rd,House,2440000.0,Property sold,2016-03-09,11.2,3127,596.0,-37.8154,145.0927,Southern Metropolitan,5457
201,Surrey Hills,2/33 Chestnut St,Townhouse,1110000.0,Property sold,2016-03-09,11.2,3127,401.0,-37.8332,145.1105,Southern Metropolitan,5457
202,Alphington,5/6 Yarralea St,House,1110000.0,Property sold,2016-03-09,6.4,3078,208.0,-37.7854,145.0325,Northern Metropolitan,2211
203,Strathmore,27 Woolart St,House,1052000.0,Property sold,2016-03-09,9.7,3041,699.0,-37.7207,144.9073,Western Metropolitan,3284
204,Sunshine,1/136 Wright St,Unit,260000.0,Property passed in,2016-03-09,12.6,3020,79.0,-37.7952,144.8262,Western Metropolitan,3755
205,Sunshine North,23 Compton Pde,House,716000.0,Property sold,2016-03-09,13.3,3020,683.0,-37.7694,144.8321,Western Metropolitan,4217
206,Alphington,6 Smith St,House,2000000.0,Property sold,2016-03-09,6.4,3078,853.0,-37.7707,145.0318,Northern Metropolitan,2211
207,Surrey Hills,112 Croydon Rd,House,2128000.0,Property sold,2016-03-09,11.2,3127,771.0,-37.8239,145.0969,Southern Metropolitan,5457
208,Surrey Hills,28 Guildford Rd,House,2009000.0,Property sold,2016-03-09,11.2,3127,843.0,-37.822,145.0897,Southern Metropolitan,5457
209,Surrey Hills,226 Union Rd,House,2200000.0,Vendor Bid,2016-03-09,11.2,3127,735.0,-37.8175,145.0987,Southern Metropolitan,5457
210,Footscray,9 Lynch St,House,1003000.0,Property sold,2016-03-12,6.4,3011,292.0,-37.797,144.9051,Western Metropolitan,7570
211,Footscray,4 Adelaide St,House,1225000.0,Property sold prior,2016-03-12,6.4,3011,319.0,-37.7943,144.8875,Western Metropolitan,7570
212,Flemington,3/39 Dover St,Unit,365000.0,Property passed in,2016-03-12,4.4,3031,0.0,-37.7833,144.9255,Northern Metropolitan,3593
213,Footscray,11/44 Everard St,Unit,431000.0,Property sold prior,2016-03-12,6.4,3011,0.0,-37.7963,144.8853,Western Metropolitan,7570
214,Yarraville,160 Hyde St,House,871000.0,Property sold,2016-03-12,7.0,3013,428.0,-37.8167,144.8965,Western Metropolitan,6543
215,Yarraville,7/87 Gamon St,House,770000.0,Vendor Bid,2016-03-12,7.0,3013,323.0,-37.8108,144.8899,Western Metropolitan,6543
216,Essendon,33 Bradshaw St,House,980000.0,Vendor Bid,2016-03-12,8.0,3040,445.0,-37.7505,144.8934,Western Metropolitan,9264
217,Balwyn,22 Yongala St,House,2250000.0,Property passed in,2016-03-12,9.7,3103,600.0,-37.8061,145.0801,Southern Metropolitan,5682
218,Balwyn,3/10 Westminster St,House,1215000.0,Property sold,2016-03-12,9.7,3103,0.0,-37.8134,145.0972,Southern Metropolitan,5682
219,Balwyn,349 Union Rd,House,4000000.0,Vendor Bid,2016-03-12,9.7,3103,2051.0,-37.8051,145.1016,Southern Metropolitan,5682
220,Balwyn,5/14 Parring Rd,Unit,806000.0,Property sold,2016-03-12,9.7,3103,122.0,-37.8124,145.0916,Southern Metropolitan,5682
221,Balwyn,4 Melba Ct,House,3250000.0,Property passed in,2016-03-12,9.7,3103,651.0,-37.8071,145.0908,Southern Metropolitan,5682
222,Balwyn,129 Gordon St,House,2200000.0,Property sold,2016-03-12,9.7,3103,651.0,-37.8085,145.0764,Southern Metropolitan,5682
223,Balwyn,27 Bevan St,House,2400000.0,Vendor Bid,2016-03-12,9.7,3103,744.0,-37.8147,145.0748,Southern Metropolitan,5682
224,Yarraville,4 Finlay St,House,1550000.0,Property sold,2016-03-12,7.0,3013,427.0,-37.8187,144.8771,Western Metropolitan,6543
225,Balwyn,112 Belmore Rd,House,2570000.0,Property passed in,2016-03-12,9.7,3103,715.0,-37.8028,145.0768,Southern Metropolitan,5682
226,Essendon,16 Kendall St,House,1295000.0,Property passed in,2016-03-12,8.0,3040,688.0,-37.7578,144.9317,Western Metropolitan,9264
227,Essendon,30 Robb St,House,1900000.0,Property sold,2016-03-12,8.0,3040,733.0,-37.7587,144.91,Western Metropolitan,9264
228,Essendon,3/113 Tennyson St,Townhouse,595000.0,Property sold,2016-03-12,8.0,3040,752.0,-37.7553,144.9302,Western Metropolitan,9264
229,Fairfield,7 Rathmines St,House,1350000.0,Property passed in,2016-03-12,5.8,3078,309.0,-37.7828,145.0154,Northern Metropolitan,2970
230,Yarraville,41 Sussex St,House,770000.0,Property sold prior,2016-03-12,7.0,3013,138.0,-37.82,144.891,Western Metropolitan,6543
231,Yarraville,3/27 Stephen St,Townhouse,650000.0,Vendor Bid,2016-03-12,7.0,3013,0.0,-37.8113,144.8955,Western Metropolitan,6543
232,Yarraville,1/194 Hyde St,House,780000.0,Property sold,2016-03-12,7.0,3013,213.0,-37.8175,144.8964,Western Metropolitan,6543
233,Balaclava,7/72 Grosvenor St,Unit,410000.0,Property passed in,2016-03-12,6.6,3183,0.0,-37.8731,144.9958,Southern Metropolitan,2952
234,Balwyn,2/74 Balwyn Rd,Unit,1070000.0,Sold after auction,2016-03-12,9.7,3103,206.0,-37.8161,145.0812,Southern Metropolitan,5682
235,Footscray,25 Southampton St,House,840000.0,Property sold,2016-03-12,6.4,3011,164.0,-37.7959,144.8863,Western Metropolitan,7570
236,Glen Iris,28 Alfred Rd,House,1800000.0,Vendor Bid,2016-03-12,9.2,3146,868.0,-37.8522,145.0893,Southern Metropolitan,10412
237,Footscray,58 Wolverhampton St,House,977000.0,Property sold,2016-03-12,6.4,3011,154.0,-37.7983,144.8911,Western Metropolitan,7570
238,Hawthorn,23 Elgin St,House,1480000.0,Property sold,2016-03-12,4.6,3122,228.0,-37.8157,145.0263,Southern Metropolitan,11308
239,Hawthorn,25/510 Glenferrie Rd,Unit,348000.0,Property sold,2016-03-12,4.6,3122,0.0,-37.8303,145.0341,Southern Metropolitan,11308
240,Hawthorn,23/146 Power St,Unit,320000.0,Vendor Bid,2016-03-12,4.6,3122,0.0,-37.8235,145.0258,Southern Metropolitan,11308
241,Hawthorn,9/69 Wattle Rd,Unit,1189000.0,Property sold,2016-03-12,4.6,3122,181.0,-37.8243,145.0328,Southern Metropolitan,11308
242,Watsonia,57 Frensham Rd,House,581000.0,Property sold,2016-03-12,14.9,3087,567.0,-37.7148,145.0851,Northern Metropolitan,2329
243,Watsonia,4 French Ct,House,660000.0,Property sold,2016-03-12,14.9,3087,583.0,-37.7137,145.0778,Northern Metropolitan,2329
244,Heidelberg West,73 Pacific Dr,House,560000.0,Property sold prior,2016-03-12,9.4,3081,523.0,-37.7369,145.0376,Eastern Metropolitan,2674
245,Heidelberg West,11 Wewak Pde,House,735000.0,Property sold prior,2016-03-12,9.4,3081,602.0,-37.7455,145.0452,Eastern Metropolitan,2674
246,Ashwood,28 Raymond St,House,1250000.0,Property sold,2016-03-12,12.2,3147,842.0,-37.867,145.1092,Southern Metropolitan,2894
247,Hawthorn,4 Bowen St,House,2670000.0,Property sold,2016-03-12,4.6,3122,336.0,-37.8183,145.0371,Southern Metropolitan,11308
248,Viewbank,81 Martins La,House,880000.0,Property sold prior,2016-03-12,13.8,3084,704.0,-37.7327,145.0913,Eastern Metropolitan,2698
249,Viewbank,42 Graham Rd,House,1010000.0,Property sold,2016-03-12,13.8,3084,669.0,-37.7419,145.083,Eastern Metropolitan,2698
250,Ivanhoe,2/125 Locksley Rd,Unit,430000.0,Vendor Bid,2016-03-12,7.9,3079,0.0,-37.7662,145.0516,Eastern Metropolitan,5549
251,Ivanhoe,3/3 Merton St,Unit,460000.0,Property sold prior,2016-03-12,7.9,3079,75.0,-37.7759,145.043,Eastern Metropolitan,5549
252,Ivanhoe,14 Tate St,House,1601000.0,Property sold,2016-03-12,7.9,3079,610.0,-37.7662,145.04,Eastern Metropolitan,5549
253,Kealba,23 McShane Dr,House,740000.0,Property sold prior,2016-03-12,15.0,3021,558.0,-37.7311,144.8257,Western Metropolitan,1202
254,Viewbank,3/23 Christine St,Unit,556000.0,Property sold,2016-03-12,13.8,3084,195.0,-37.7405,145.0876,Eastern Metropolitan,2698
255,Keilor East,3A Cudgewa Pl,Townhouse,770000.0,Property sold prior,2016-03-12,12.8,3033,331.0,-37.7325,144.8621,Western Metropolitan,5629
256,Keilor East,2/64 Dinah Pde,Townhouse,480000.0,Property sold,2016-03-12,12.8,3033,184.0,-37.7424,144.8639,Western Metropolitan,5629
257,Keilor East,14 Hawthorn Ct,House,590000.0,Property sold,2016-03-12,12.8,3033,610.0,-37.7455,144.8484,Western Metropolitan,5629
258,Hughesdale,20 Dalston Rd,House,1340000.0,Property sold,2016-03-12,13.0,3166,705.0,-37.8994,145.0816,Southern Metropolitan,3145
259,Hawthorn,49 Berkeley St,House,5100000.0,Property sold,2016-03-12,4.6,3122,1038.0,-37.8332,145.0366,Southern Metropolitan,11308
260,Hampton,78 Thomas St,House,1686500.0,Property sold,2016-03-12,13.7,3188,664.0,-37.9394,145.0099,Southern Metropolitan,5454
261,Hampton,25 Thomas St,Townhouse,1500000.0,Vendor Bid,2016-03-12,13.7,3188,692.0,-37.9386,145.0055,Southern Metropolitan,5454
262,Windsor,1/14 The Avenue,Unit,825000.0,Property sold,2016-03-12,5.1,3181,0.0,-37.8565,144.998,Southern Metropolitan,4380
263,Windsor,56 Henry St,House,1850000.0,Vendor Bid,2016-03-12,5.1,3181,361.0,-37.8546,144.9865,Southern Metropolitan,4380
264,Aberfeldie,2/2 St Kinnord St,Unit,380000.0,Property sold,2016-03-12,9.1,3040,0.0,-37.7561,144.9028,Western Metropolitan,1543
265,Glen Iris,62 Staughton Rd,House,1998000.0,Property sold,2016-03-12,9.2,3146,739.0,-37.8513,145.0601,Southern Metropolitan,10412
266,Glenroy,55 Daley St,House,610000.0,Property sold,2016-03-12,13.0,3046,640.0,-37.6979,144.9335,Northern Metropolitan,8870
267,Glenroy,2/74 Daley St,Townhouse,555000.0,Property sold prior,2016-03-12,13.0,3046,244.0,-37.6969,144.9299,Northern Metropolitan,8870
268,Glenroy,62 Farview St,House,500000.0,Property sold,2016-03-12,13.0,3046,336.0,-37.7088,144.9356,Northern Metropolitan,8870
269,Glenroy,39 Morley St,House,806500.0,Property sold,2016-03-12,13.0,3046,766.0,-37.6988,144.9372,Northern Metropolitan,8870
270,Glenroy,23 Wheatsheaf Rd,House,1150000.0,Property passed in,2016-03-12,13.0,3046,700.0,-37.7095,144.9253,Northern Metropolitan,8870
271,Williamstown,2/20 Victoria St,Unit,890000.0,Property sold,2016-03-12,8.0,3016,0.0,-37.8663,144.8883,Western Metropolitan,6380
272,Hadfield,2 Knole St,House,610000.0,Property sold,2016-03-12,12.1,3046,394.0,-37.7153,144.9507,Northern Metropolitan,2606
273,Hadfield,8 Sherwood St,House,630000.0,Property sold,2016-03-12,12.1,3046,604.0,-37.7124,144.9514,Northern Metropolitan,2606
274,Hadfield,4 Surrey St,House,870000.0,Property sold,2016-03-12,12.1,3046,591.0,-37.7127,144.9489,Northern Metropolitan,2606
275,Avondale Heights,157 Canning St,Townhouse,851000.0,Property sold,2016-03-12,10.5,3034,557.0,-37.77,144.8572,Western Metropolitan,4502
276,South Yarra,16 Oxford St,House,1510000.0,Property sold,2016-03-12,3.3,3141,241.0,-37.8407,144.9962,Southern Metropolitan,14887
277,West Melbourne,1004/58 Jeffcott St,Unit,650000.0,Property sold,2016-03-12,1.9,3003,0.0,-37.8117,144.9518,Northern Metropolitan,2230
278,Hampton,6 Earlsfield Rd,House,2140000.0,Property sold,2016-03-12,13.7,3188,688.0,-37.9319,145.0173,Southern Metropolitan,5454
279,Hampton,3 Kendall St,House,1600000.0,Vendor Bid,2016-03-12,13.7,3188,607.0,-37.9324,145.0235,Southern Metropolitan,5454
280,Hampton,108 Orlando St,Townhouse,2200000.0,Vendor Bid,2016-03-12,13.7,3188,1402.0,-37.9347,144.9963,Southern Metropolitan,5454
281,Hampton,24A Smith St,House,1003500.0,Property sold,2016-03-12,13.7,3188,289.0,-37.9338,145.0226,Southern Metropolitan,5454
282,Hampton,8/121 Thomas St,Unit,802000.0,Property sold prior,2016-03-12,13.7,3188,0.0,-37.939,145.0137,Southern Metropolitan,5454
283,Footscray,37 Stirling St,House,1362000.0,Property sold,2016-03-12,6.4,3011,497.0,-37.7958,144.9024,Western Metropolitan,7570
284,Brunswick East,10 Harrison St,House,1310000.0,Property sold,2016-03-12,4.5,3057,456.0,-37.7638,144.9804,Northern Metropolitan,5533
285,South Yarra,413/35 Malcolm St,Unit,315000.0,Property passed in,2016-03-12,3.3,3141,14500.0,-37.8372,144.9963,Southern Metropolitan,14887
286,Elwood,6/14 Shelley St,Unit,599999.0,Property sold,2016-03-12,7.7,3184,0.0,-37.8808,144.9847,Southern Metropolitan,8989
287,Brunswick West,9/610 Moreland Rd,Unit,320000.0,Property passed in,2016-03-12,5.9,3055,0.0,-37.7514,144.9288,Northern Metropolitan,7082
288,Brunswick West,25 Wales St,House,1190000.0,Property sold,2016-03-12,5.9,3055,0.0,-37.7564,144.9422,Northern Metropolitan,7082
289,Ormond,21 Tyrone St,House,1960000.0,Property sold,2016-03-12,11.8,3204,719.0,-37.9071,145.046,Southern Metropolitan,3578
290,Ormond,37 Thompson St,House,1715000.0,Property sold,2016-03-12,11.8,3204,705.0,-37.9035,145.028,Southern Metropolitan,3578
291,Ormond,17 Murray Rd,House,2250000.0,Property passed in,2016-03-12,11.8,3204,903.0,-37.9062,145.0263,Southern Metropolitan,3578
292,Bulleen,28 Rocklea Rd,House,1505000.0,Property sold,2016-03-12,11.8,3105,410.0,-37.7695,145.082,Eastern Metropolitan,4480
293,Ormond,208 Booran Rd,House,1401000.0,Property sold prior,2016-03-12,11.8,3204,650.0,-37.8986,145.0359,Southern Metropolitan,3578
294,Burwood,4 Bennett St,House,1390000.0,Property sold,2016-03-12,11.7,3125,697.0,-37.851,145.1169,Southern Metropolitan,5678
295,Burwood,7 Keogh St,House,1300000.0,Sold after auction,2016-03-12,11.7,3125,773.0,-37.8562,145.1104,Southern Metropolitan,5678
296,Burwood,35 McCubbin St,House,1890000.0,Property sold,2016-03-12,11.7,3125,1145.0,-37.8538,145.127,Southern Metropolitan,5678
297,Burwood,2/32 McIntyre St,Unit,1022500.0,Property sold,2016-03-12,11.7,3125,265.0,-37.8516,145.1056,Southern Metropolitan,5678
298,Burwood,1 Webb St,House,1250000.0,Vendor Bid,2016-03-12,11.7,3125,662.0,-37.8561,145.1054,Southern Metropolitan,5678
299,Camberwell,1/806 Burke Rd,Unit,1017000.0,Property sold,2016-03-12,7.8,3124,0.0,-37.8231,145.0585,Southern Metropolitan,8920
300,Camberwell,4/2 Callanish Rd,Unit,729000.0,Property sold,2016-03-12,7.8,3124,137.0,-37.8459,145.088,Southern Metropolitan,8920
301,Camberwell,49 Christowel St,House,2600000.0,Vendor Bid,2016-03-12,7.8,3124,708.0,-37.8386,145.067,Southern Metropolitan,8920
302,Camberwell,3/107 Wattle Valley Rd,House,1650000.0,Property sold,2016-03-12,7.8,3124,305.0,-37.8365,145.0802,Southern Metropolitan,8920
303,Canterbury,33 Myrtle Rd,House,1587500.0,Property sold,2016-03-12,9.0,3126,459.0,-37.8265,145.072,Southern Metropolitan,3265
304,Kingsville,1/68 Edgar St,House,677200.0,Property sold prior,2016-03-12,7.8,3012,180.0,-37.8115,144.8763,Western Metropolitan,1808
305,Kingsbury,1/21 The Fairway,Unit,480000.0,Property passed in,2016-03-12,12.4,3083,218.0,-37.7133,145.0374,Northern Metropolitan,1414
306,Carnegie,2/31 Moonya Rd,Unit,600000.0,Property sold prior,2016-03-12,11.4,3163,73.0,-37.897,145.0593,Southern Metropolitan,7822
307,Carnegie,212 Neerim Rd,House,1295000.0,Property sold,2016-03-12,11.4,3163,425.0,-37.8876,145.0502,Southern Metropolitan,7822
308,Brunswick,25 Hardy St,House,1500000.0,Vendor Bid,2016-03-12,5.2,3056,365.0,-37.7624,144.9671,Northern Metropolitan,11918
309,Brunswick,9 Blair St,House,1802500.0,Property sold,2016-03-12,5.2,3056,238.0,-37.7713,144.9643,Northern Metropolitan,11918
310,West Footscray,1 Buxton St,House,1061000.0,Property sold,2016-03-12,8.2,3012,533.0,-37.7955,144.8784,Western Metropolitan,5058
311,West Footscray,22 Clarendon Pde,House,1020000.0,Property passed in,2016-03-12,8.2,3012,554.0,-37.8053,144.8681,Western Metropolitan,5058
312,Bentleigh East,2a Bessie St,Unit,746000.0,Property sold,2016-03-12,13.9,3165,281.0,-37.9255,145.0796,Southern Metropolitan,10969
313,Bentleigh East,14a Daphne St,Unit,580000.0,Property sold,2016-03-12,13.9,3165,105.0,-37.9181,145.0586,Southern Metropolitan,10969
314,Bentleigh,3/2 Scotts St,Townhouse,851000.0,Property sold,2016-03-12,13.0,3204,140.0,-37.9204,145.0443,Southern Metropolitan,6795
315,Bentleigh,11 Rogers Rd,House,1425000.0,Property sold,2016-03-12,13.0,3204,613.0,-37.9311,145.0428,Southern Metropolitan,6795
316,Bentleigh,7 Marquis Rd,House,1420000.0,Property sold,2016-03-12,13.0,3204,786.0,-37.9305,145.0449,Southern Metropolitan,6795
317,Bentleigh,32 Leckie St,House,1550000.0,Property sold,2016-03-12,13.0,3204,730.0,-37.9207,145.0479,Southern Metropolitan,6795
318,Bentleigh East,19 Denver St,House,1275000.0,Property sold prior,2016-03-12,13.9,3165,683.0,-37.9333,145.0602,Southern Metropolitan,10969
319,Bentleigh East,93 Parkmore Rd,House,1206000.0,Property sold,2016-03-12,13.9,3165,603.0,-37.9155,145.0723,Southern Metropolitan,10969
320,Brighton,152A Cochrane St,House,1830000.0,Property sold,2016-03-12,11.2,3186,436.0,-37.8927,145.0005,Southern Metropolitan,10579
321,Brighton,17 McCallum St,House,3695000.0,Property sold,2016-03-12,11.2,3186,836.0,-37.9071,144.9898,Southern Metropolitan,10579
322,Carnegie,218 Neerim Rd,House,1275000.0,Property sold,2016-03-12,11.4,3163,365.0,-37.8877,145.0507,Southern Metropolitan,7822
323,Brighton,2/26 Pearson St,Unit,536000.0,Property sold prior,2016-03-12,11.2,3186,0.0,-37.9081,145.0043,Southern Metropolitan,10579
324,Brighton,20 Victoria St,House,3775000.0,Property sold,2016-03-12,11.2,3186,745.0,-37.9139,144.9878,Southern Metropolitan,10579
325,Brighton,50 Well St,House,1975000.0,Property sold,2016-03-12,11.2,3186,432.0,-37.9172,144.996,Southern Metropolitan,10579
326,West Footscray,20 Wellington St,House,1021000.0,Property sold,2016-03-12,8.2,3012,601.0,-37.7917,144.8688,Western Metropolitan,5058
327,West Footscray,8 View St,House,1074000.0,Property sold,2016-03-12,8.2,3012,355.0,-37.7914,144.8742,Western Metropolitan,5058
328,West Footscray,140 Essex St,House,912500.0,Property sold,2016-03-12,8.2,3012,444.0,-37.7933,144.876,Western Metropolitan,5058
329,Brighton East,133A Centre Rd,House,1310000.0,Property passed in,2016-03-12,10.7,3187,618.0,-37.9162,145.0219,Southern Metropolitan,6938
330,Brighton East,26 Hodder St,House,1250000.0,Property sold prior,2016-03-12,10.7,3187,443.0,-37.9077,145.0229,Southern Metropolitan,6938
331,Brighton East,14 Milroy St,House,2504000.0,Property sold,2016-03-12,10.7,3187,674.0,-37.9022,145.0125,Southern Metropolitan,6938
332,Brighton East,5/29 Pine St,Unit,700000.0,Property passed in,2016-03-12,10.7,3187,0.0,-37.9195,145.0067,Southern Metropolitan,6938
333,Brighton East,1/383 South Rd,Unit,750000.0,Property sold prior,2016-03-12,10.7,3187,305.0,-37.9318,145.0293,Southern Metropolitan,6938
334,Brighton,18 Victoria St,House,3700000.0,Property sold,2016-03-12,11.2,3186,742.0,-37.914,144.9878,Southern Metropolitan,10579
335,Elwood,14/9 Southey St,Unit,300000.0,Property sold,2016-03-12,7.7,3184,0.0,-37.8749,144.9842,Southern Metropolitan,8989
336,Carnegie,3 Oakleigh Rd,House,1620000.0,Property sold,2016-03-12,11.4,3163,808.0,-37.8982,145.0461,Southern Metropolitan,7822
337,Balwyn North,13 Riverview Rd,House,2205000.0,Property passed in,2016-03-12,9.2,3104,750.0,-37.7906,145.0788,Southern Metropolitan,7809
338,Carlton,46/121 Rathdowne St,Unit,735000.0,Property sold prior,2016-03-12,1.8,3053,3455.0,-37.8042,144.9691,Northern Metropolitan,6786
339,Collingwood,20 Hotham St,House,1260000.0,Property sold,2016-03-12,1.6,3066,167.0,-37.7962,144.9866,Northern Metropolitan,4553
340,Campbellfield,7 Keown Ct,House,455000.0,Property sold,2016-03-12,14.5,3061,766.0,-37.6804,144.9664,Northern Metropolitan,1889
341,Campbellfield,11 Bailey Ct,House,368000.0,Property sold prior,2016-03-12,14.5,3061,600.0,-37.6783,144.9672,Northern Metropolitan,1889
